2015.41666666667,2663.55555555556
2015.5,2732.05555555556
2015.58333333333,2668.05555555556
2015.66666666667,2705.05555555556
2015.75,2818.55555555556
2015.83333333333,2838.05555555556
2015.91666666667,2878.55555555556
2016,2920.40740740741
2016.08333333333,2830.40740740741
2016.16666666667,2895.74074074074
2016.25,3038.07407407407
2016.33333333333,2888.07407407407
2016.41666666667,2924.25925925926
2016.5,2992.75925925926
2016.58333333333,2928.75925925926
2016.66666666667,2965.75925925926
2016.75,3079.25925925926
2016.83333333333,3098.75925925926
